PassengerId,HomePlanet,CryoSleep,Destination,Age,VIP,RoomService,FoodCourt,ShoppingMall,Spa,VRDeck,Age_group,Expenditure,No_spending,Group,Group_size,Solo,Cabin_deck,Cabin_number,Cabin_side,Cabin_region1,Cabin_region2,Cabin_region3,Cabin_region4,Cabin_region5,Cabin_region6,Cabin_region7,Family_size
3014_01,Europa,False,55 Cancri e,40.0,False,82.0,1390.0,0.0,347.0,6237.0,Age_31-50,8056.0,0,3014,1,1,C,115.0,S,1,0,0,0,0,0,0,2
3015_01,Earth,False,TRAPPIST-1e,35.0,False,0.0,1438.0,0.0,112.0,74.0,Age_31-50,1624.0,0,3015,1,1,E,199.0,S,1,0,0,0,0,0,0,4
3018_01,Earth,False,TRAPPIST-1e,32.0,False,0.0,49.0,2.0,639.0,0.0,Age_31-50,690.0,0,3018,1,1,F,630.0,P,0,0,1,0,0,0,0,7
3019_01,Mars,False,TRAPPIST-1e,51.0,False,1644.0,0.0,234.0,157.0,64.0,Age_51+,2099.0,0,3019,1,1,E,187.0,P,1,0,0,0,0,0,0,6
3020_01,Europa,False,TRAPPIST-1e,37.0,False,0.0,216.0,0.0,5391.0,3372.0,Age_31-50,8979.0,0,3020,1,1,B,112.0,S,1,0,0,0,0,0,0,2
3021_01,Earth,False,TRAPPIST-1e,31.0,False,517.0,1.0,301.0,60.0,4.0,Age_31-50,883.0,0,3021,2,0,G,476.0,S,0,1,0,0,0,0,0,12
3021_02,Earth,False,TRAPPIST-1e,37.0,False,608.0,0.0,6.0,0.0,1637.0,Age_31-50,2251.0,0,3021,2,0,F,574.0,S,0,1,0,0,0,0,0,12
3022_01,Europa,False,TRAPPIST-1e,38.0,False,0.0,3331.0,270.0,2.0,3510.0,Age_31-50,7113.0,0,3022,2,0,C,102.0,P,1,0,0,0,0,0,0,2
3022_02,Europa,False,55 Cancri e,19.0,False,0.0,329.0,0.0,3154.0,312.0,Age_18-25,3795.0,0,3022,2,0,C,102.0,P,1,0,0,0,0,0,0,2
3023_01,Mars,True,TRAPPIST-1e,33.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3023,1,1,F,631.0,P,0,0,1,0,0,0,0,11
3024_01,Earth,False,TRAPPIST-1e,19.0,False,0.0,0.0,1752.0,187.0,0.0,Age_18-25,1939.0,0,3024,1,1,F,632.0,P,0,0,1,0,0,0,0,5
3025_01,Earth,False,TRAPPIST-1e,31.0,False,2.0,788.0,0.0,128.0,9.0,Age_31-50,927.0,0,3025,2,0,G,477.0,S,0,1,0,0,0,0,0,7
3025_02,Earth,False,TRAPPIST-1e,43.0,False,45.0,8.0,0.0,607.0,44.0,Age_31-50,704.0,0,3025,2,0,G,477.0,S,0,1,0,0,0,0,0,7
3026_01,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3026,1,1,G,492.0,P,0,1,0,0,0,0,0,6
3027_01,Earth,True,TRAPPIST-1e,24.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3027,1,1,G,493.0,P,0,1,0,0,0,0,0,8
3029_01,Europa,False,55 Cancri e,21.0,False,0.0,878.0,82.0,360.0,1784.0,Age_18-25,3104.0,0,3029,2,0,C,103.0,P,1,0,0,0,0,0,0,5
3029_02,Europa,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Age_13-17,0.0,1,3029,2,0,C,103.0,P,1,0,0,0,0,0,0,5
3030_01,Europa,False,55 Cancri e,30.0,False,728.0,2551.0,0.0,48.0,1804.0,Age_26-30,5131.0,0,3030,2,0,B,97.0,P,1,0,0,0,0,0,0,10
3030_02,Europa,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3030,2,0,B,97.0,P,1,0,0,0,0,0,0,10
3032_01,Earth,False,TRAPPIST-1e,11.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,3032,4,0,G,478.0,S,0,1,0,0,0,0,0,12
3032_02,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,3032,4,0,G,478.0,S,0,1,0,0,0,0,0,12
3032_03,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,3032,4,0,G,478.0,S,0,1,0,0,0,0,0,12
3032_04,Earth,False,TRAPPIST-1e,30.0,False,479.0,12.0,25.0,643.0,283.0,Age_26-30,1442.0,0,3032,4,0,F,575.0,S,0,1,0,0,0,0,0,12
3033_01,Earth,False,PSO J318.5-22,21.0,False,0.0,27.0,1181.0,0.0,513.0,Age_18-25,1721.0,0,3033,1,1,G,479.0,S,0,1,0,0,0,0,0,13
3034_01,Europa,False,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3034,1,1,C,106.0,Z,1,0,0,0,0,0,0,3
3036_01,Earth,False,PSO J318.5-22,57.0,False,506.0,0.0,1.0,178.0,0.0,Age_51+,685.0,0,3036,1,1,F,634.0,P,0,0,1,0,0,0,0,11
3038_01,Mars,False,TRAPPIST-1e,35.0,False,1228.0,0.0,0.0,0.0,0.0,Age_31-50,1228.0,0,3038,1,1,F,576.0,S,0,1,0,0,0,0,0,6
3039_01,Europa,False,TRAPPIST-1e,32.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3039,1,1,A,37.0,S,1,0,0,0,0,0,0,1
3040_01,Mars,False,TRAPPIST-1e,32.0,False,2616.0,0.0,2.0,5.0,0.0,Age_31-50,2623.0,0,3040,1,1,F,577.0,S,0,1,0,0,0,0,0,7
3042_01,Earth,False,TRAPPIST-1e,30.0,False,0.0,0.0,301.0,0.0,437.0,Age_26-30,738.0,0,3042,1,1,F,578.0,S,0,1,0,0,0,0,0,9
3044_01,Earth,False,TRAPPIST-1e,69.0,False,577.0,139.0,0.0,0.0,0.0,Age_51+,716.0,0,3044,1,1,F,636.0,P,0,0,1,0,0,0,0,18
3045_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3045,1,1,G,480.0,S,0,1,0,0,0,0,0,9
3047_01,Mars,True,PSO J318.5-22,17.0,False,0.0,0.0,0.0,0.0,0.0,Age_13-17,0.0,1,3047,2,0,E,190.0,P,1,0,0,0,0,0,0,9
3047_02,Mars,False,TRAPPIST-1e,16.0,False,995.0,0.0,6.0,48.0,0.0,Age_13-17,1049.0,0,3047,2,0,E,190.0,P,1,0,0,0,0,0,0,9
3048_01,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3048,1,1,E,200.0,S,1,0,0,0,0,0,0,3
3050_01,Europa,False,TRAPPIST-1e,25.0,False,1586.0,2342.0,947.0,1.0,276.0,Age_18-25,5152.0,0,3050,1,1,E,191.0,P,1,0,0,0,0,0,0,6
3053_01,Europa,False,55 Cancri e,52.0,False,0.0,2.0,0.0,10976.0,810.0,Age_51+,11788.0,0,3053,1,1,C,107.0,P,1,0,0,0,0,0,0,5
3054_01,Earth,False,TRAPPIST-1e,13.0,False,578.0,77.0,0.0,306.0,5.0,Age_13-17,966.0,0,3054,1,1,F,579.0,S,0,1,0,0,0,0,0,7
3055_01,Earth,False,TRAPPIST-1e,37.0,False,1086.0,0.0,0.0,41.0,0.0,Age_31-50,1127.0,0,3055,1,1,F,637.0,P,0,0,1,0,0,0,0,5
3060_01,Mars,False,TRAPPIST-1e,13.0,False,760.0,2.0,2.0,112.48181818181818,0.0,Age_13-17,876.4818181818182,0,3060,3,0,F,581.0,S,0,1,0,0,0,0,0,6
3060_02,Mars,False,TRAPPIST-1e,45.0,False,3309.0,0.0,10.0,0.0,0.0,Age_31-50,3319.0,0,3060,3,0,D,98.0,S,1,0,0,0,0,0,0,6
3060_03,Mars,True,TRAPPIST-1e,55.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,3060,3,0,E,201.0,S,1,0,0,0,0,0,0,6
3061_01,Earth,False,TRAPPIST-1e,22.0,False,664.0,0.0,0.0,65.0,0.0,Age_18-25,729.0,0,3061,2,0,F,638.0,P,0,0,1,0,0,0,0,9
3061_02,Earth,False,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,1745.0,72.0,Age_31-50,1817.0,0,3061,2,0,G,498.0,P,0,1,0,0,0,0,0,4
3062_01,Mars,False,TRAPPIST-1e,35.0,False,741.0,0.0,31.0,0.0,36.0,Age_31-50,808.0,0,3062,1,1,D,99.0,S,1,0,0,0,0,0,0,8
3063_01,Earth,True,PSO J318.5-22,19.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3063,3,0,G,499.0,P,0,1,0,0,0,0,0,9
3063_02,Earth,True,TRAPPIST-1e,7.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,3063,3,0,G,499.0,P,0,1,0,0,0,0,0,9
3063_03,Earth,False,TRAPPIST-1e,19.0,False,1.0,0.0,0.0,450.0,254.0,Age_18-25,705.0,0,3063,3,0,E,192.0,P,1,0,0,0,0,0,0,9
3064_01,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3064,1,1,G,482.0,S,0,1,0,0,0,0,0,12
3065_01,Europa,False,55 Cancri e,37.0,False,0.0,2065.0,1650.0,356.0,1.0,Age_31-50,4072.0,0,3065,1,1,D,94.0,P,1,0,0,0,0,0,0,12
3066_01,Earth,False,TRAPPIST-1e,35.0,False,1609.0,0.0,0.0,0.0,0.0,Age_31-50,1609.0,0,3066,1,1,E,193.0,P,1,0,0,0,0,0,0,9
3067_01,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3067,1,1,G,483.0,S,0,1,0,0,0,0,0,10
3068_01,Earth,False,TRAPPIST-1e,62.0,False,379.0,453.0,0.0,7.0,0.0,Age_51+,839.0,0,3068,1,1,G,500.0,P,0,1,0,0,0,0,0,7
3070_01,Earth,True,TRAPPIST-1e,41.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3070,1,1,G,501.0,P,0,1,0,0,0,0,0,3
3071_01,Europa,True,TRAPPIST-1e,16.0,False,0.0,0.0,0.0,0.0,0.0,Age_13-17,0.0,1,3071,2,0,B,113.0,S,1,0,0,0,0,0,0,4
3071_02,Europa,False,TRAPPIST-1e,26.0,False,0.0,1548.4497607655503,8.0,21.0,6023.0,Age_26-30,7600.44976076555,0,3071,2,0,B,113.0,S,1,0,0,0,0,0,0,4
3073_01,Mars,True,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3073,1,1,F,640.0,P,0,0,1,0,0,0,0,8
3076_01,Earth,True,PSO J318.5-22,23.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3076,1,1,G,502.0,P,0,1,0,0,0,0,0,9
3079_01,Earth,False,55 Cancri e,22.0,False,35.0,0.0,36.0,581.0,0.0,Age_18-25,652.0,0,3079,1,1,F,642.0,P,0,0,1,0,0,0,0,4
3080_01,Earth,False,TRAPPIST-1e,40.0,False,0.0,0.0,0.0,822.0,2.0,Age_31-50,824.0,0,3080,1,1,F,584.0,S,0,1,0,0,0,0,0,14
3081_01,Europa,False,55 Cancri e,50.0,False,0.0,1547.0,0.0,1784.0,1.0,Age_31-50,3332.0,0,3081,2,0,C,118.0,S,1,0,0,0,0,0,0,9
3081_02,Europa,True,TRAPPIST-1e,57.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,3081,2,0,C,118.0,S,1,0,0,0,0,0,0,9
3082_01,Earth,False,PSO J318.5-22,15.0,False,1.0,30.0,1793.0,0.0,0.0,Age_13-17,1824.0,0,3082,1,1,G,503.0,P,0,1,0,0,0,0,0,4
3083_01,Europa,False,55 Cancri e,23.0,False,0.0,587.0,0.0,1497.0,1014.0,Age_18-25,3098.0,0,3083,1,1,D,100.0,S,1,0,0,0,0,0,0,4
3084_01,Mars,True,55 Cancri e,60.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,3084,1,1,D,101.0,S,1,0,0,0,0,0,0,10
3085_01,Earth,False,TRAPPIST-1e,73.0,False,0.0,0.0,0.0,153.0,556.0,Age_51+,709.0,0,3085,1,1,G,504.0,P,0,1,0,0,0,0,0,10
3087_01,Earth,True,TRAPPIST-1e,35.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3087,1,1,G,505.0,P,0,1,0,0,0,0,0,2
3088_01,Europa,False,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,3088,1,1,A,25.0,P,1,0,0,0,0,0,0,5
3090_01,Europa,False,TRAPPIST-1e,27.0,True,0.0,6013.0,0.0,820.0,31.0,Age_26-30,6864.0,0,3090,1,1,B,115.0,S,1,0,0,0,0,0,0,9
3091_01,Europa,False,TRAPPIST-1e,14.0,False,0.0,946.0,0.0,7860.0,384.0,Age_13-17,9190.0,0,3091,2,0,D,98.0,S,1,0,0,0,0,0,0,4
3091_02,Europa,True,TRAPPIST-1e,26.0,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,3091,2,0,D,102.0,S,1,0,0,0,0,0,0,4
3092_01,Earth,False,TRAPPIST-1e,22.0,False,149.78760593220338,0.0,102.0,43.0,700.0,Age_18-25,994.7876059322034,0,3092,1,1,G,506.0,P,0,1,0,0,0,0,0,7
3093_01,Mars,False,55 Cancri e,22.0,False,2229.0,0.0,1349.0,121.0,0.0,Age_18-25,3699.0,0,3093,1,1,E,194.0,P,1,0,0,0,0,0,0,6
3095_01,Mars,False,PSO J318.5-22,71.0,False,924.0,1284.0,10.0,9.0,0.0,Age_51+,2227.0,0,3095,1,1,F,585.0,S,0,1,0,0,0,0,0,5
3096_01,Mars,False,55 Cancri e,25.0,False,5.0,1.0,633.0,0.0,188.0,Age_18-25,827.0,0,3096,1,1,D,103.0,S,1,0,0,0,0,0,0,6
3099_01,Mars,True,TRAPPIST-1e,27.0,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,3099,1,1,E,203.0,S,1,0,0,0,0,0,0,12
3100_01,Earth,False,TRAPPIST-1e,1.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,3100,3,0,G,485.0,S,0,1,0,0,0,0,0,8
3100_02,Earth,False,TRAPPIST-1e,52.0,False,809.0,0.0,0.0,0.0,0.0,Age_51+,809.0,0,3100,3,0,F,586.0,S,0,1,0,0,0,0,0,8
3100_03,Earth,True,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,3100,3,0,G,485.0,S,0,1,0,0,0,0,0,8
3102_01,Europa,True,55 Cancri e,30.0,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,3102,1,1,B,101.0,P,1,0,0,0,0,0,0,5
3103_01,Europa,False,TRAPPIST-1e,52.0,True,0.0,7452.0,0.0,1158.0,7979.0,Age_51+,16589.0,0,3103,1,1,B,102.0,P,1,0,0,0,0,0,0,4
3104_01,Earth,False,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,3104,2,0,G,507.0,P,0,1,0,0,0,0,0,7
3104_02,Earth,True,TRAPPIST-1e,22.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3104,2,0,G,507.0,P,0,1,0,0,0,0,0,7
3110_01,Earth,False,TRAPPIST-1e,24.0,False,520.0,0.0,0.0,195.0,0.0,Age_18-25,715.0,0,3110,1,1,G,509.0,P,0,1,0,0,0,0,0,7
3111_01,Mars,False,TRAPPIST-1e,22.0,False,1173.0,0.0,0.0,9.0,0.0,Age_18-25,1182.0,0,3111,1,1,D,95.0,P,1,0,0,0,0,0,0,9
3112_01,Earth,True,PSO J318.5-22,15.0,False,0.0,0.0,0.0,0.0,0.0,Age_13-17,0.0,1,3112,1,1,G,488.0,S,0,1,0,0,0,0,0,5
3113_01,Mars,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3113,2,0,D,96.0,P,1,0,0,0,0,0,0,11
3113_02,Mars,True,55 Cancri e,56.0,False,0.0,0.0,0.0,0.0,0.0,Age_51+,0.0,1,3113,2,0,D,96.0,P,1,0,0,0,0,0,0,11
3114_01,Mars,False,TRAPPIST-1e,50.0,False,1598.0,0.0,155.0,26.0,0.0,Age_31-50,1779.0,0,3114,1,1,D,97.0,P,1,0,0,0,0,0,0,6
3116_01,Earth,False,TRAPPIST-1e,20.0,False,127.0,0.0,656.0,0.0,21.0,Age_18-25,804.0,0,3116,1,1,F,645.0,P,0,0,1,0,0,0,0,7
3117_01,Earth,False,TRAPPIST-1e,32.0,False,0.0,0.0,47.0,857.0,23.0,Age_31-50,927.0,0,3117,1,1,F,646.0,P,0,0,1,0,0,0,0,0
3118_01,Earth,True,TRAPPIST-1e,28.0,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,3118,1,1,G,510.0,P,0,1,0,0,0,0,0,9
3119_01,Earth,False,TRAPPIST-1e,74.0,False,571.0,0.0,0.0,277.0,0.0,Age_51+,848.0,0,3119,1,1,G,490.0,S,0,1,0,0,0,0,0,11
3120_01,Mars,True,TRAPPIST-1e,25.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3120,2,0,E,204.0,S,1,0,0,0,0,0,0,5
3120_02,Mars,False,TRAPPIST-1e,31.0,False,691.0,3.0,68.0,286.0,0.0,Age_31-50,1048.0,0,3120,2,0,E,204.0,S,1,0,0,0,0,0,0,5
3121_01,Earth,True,PSO J318.5-22,6.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,3121,1,1,G,491.0,S,0,1,0,0,0,0,0,6
3123_01,Earth,True,TRAPPIST-1e,17.0,False,0.0,0.0,0.0,0.0,0.0,Age_13-17,0.0,1,3123,1,1,G,511.0,P,0,1,0,0,0,0,0,6
3124_01,Mars,True,TRAPPIST-1e,12.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,3124,3,0,F,648.0,P,0,0,1,0,0,0,0,9
3124_02,Mars,False,TRAPPIST-1e,47.0,False,1130.0,8.0,299.0,0.0,0.0,Age_31-50,1437.0,0,3124,3,0,F,648.0,P,0,0,1,0,0,0,0,9
3124_03,Mars,True,TRAPPIST-1e,46.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3124,3,0,F,648.0,P,0,0,1,0,0,0,0,9
3126_01,Europa,False,55 Cancri e,31.0,False,139.0,4018.0,13.0,232.0,1140.0,Age_31-50,5542.0,0,3126,2,0,B,116.0,S,1,0,0,0,0,0,0,9
3126_02,Europa,False,TRAPPIST-1e,36.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3126,2,0,B,116.0,S,1,0,0,0,0,0,0,9
3128_01,Earth,False,55 Cancri e,15.0,False,62.0,57.0,2646.0,1104.0,312.0,Age_13-17,4181.0,0,3128,1,1,G,512.0,P,0,1,0,0,0,0,0,8
3130_01,Mars,False,TRAPPIST-1e,38.0,False,886.0,0.0,618.0,0.0,0.0,Age_31-50,1504.0,0,3130,1,1,F,588.0,S,0,1,0,0,0,0,0,8
3131_01,Earth,True,55 Cancri e,48.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3131,3,0,G,492.0,S,0,1,0,0,0,0,0,8
3131_02,Earth,True,TRAPPIST-1e,21.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3131,3,0,G,492.0,S,0,1,0,0,0,0,0,4
3131_03,Earth,True,TRAPPIST-1e,4.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,3131,3,0,G,492.0,S,0,1,0,0,0,0,0,4
3132_01,Mars,True,TRAPPIST-1e,31.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3132,1,1,F,649.0,P,0,0,1,0,0,0,0,11
3133_01,Earth,False,PSO J318.5-22,31.0,False,0.0,140.0,394.0,0.0,0.0,Age_31-50,534.0,0,3133,1,1,G,513.0,P,0,1,0,0,0,0,0,5
3134_01,Europa,False,PSO J318.5-22,62.0,True,0.0,4513.0,0.0,85.0,1437.0,Age_51+,6035.0,0,3134,1,1,C,119.0,S,1,0,0,0,0,0,0,7
3136_01,Earth,True,TRAPPIST-1e,29.0,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,3136,1,1,G,514.0,P,0,1,0,0,0,0,0,4
3138_01,Earth,False,TRAPPIST-1e,30.0,False,0.0,4.0,1604.0,678.0,1681.0,Age_26-30,3967.0,0,3138,1,1,G,505.0,P,0,1,0,0,0,0,0,7
3140_01,Mars,False,TRAPPIST-1e,26.0,False,912.0,0.0,43.0,0.0,0.0,Age_26-30,955.0,0,3140,1,1,E,206.0,S,1,0,0,0,0,0,0,5
3142_01,Mars,False,TRAPPIST-1e,43.0,False,33.0,1117.0,59.0,0.0,16.0,Age_31-50,1225.0,0,3142,2,0,F,591.0,S,0,1,0,0,0,0,0,6
3142_02,Mars,False,TRAPPIST-1e,32.0,False,1087.0,0.0,71.0,0.0,0.0,Age_31-50,1158.0,0,3142,2,0,F,591.0,S,0,1,0,0,0,0,0,6
3143_01,Mars,True,55 Cancri e,24.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3143,1,1,F,592.0,S,0,1,0,0,0,0,0,11
3145_01,Mars,True,TRAPPIST-1e,49.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3145,1,1,F,652.0,P,0,0,1,0,0,0,0,2
3147_01,Earth,False,TRAPPIST-1e,21.0,False,17.0,427.0,31.0,257.0,0.0,Age_18-25,732.0,0,3147,1,1,F,594.0,S,0,1,0,0,0,0,0,8
3149_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,730.0,79.0,0.0,173.0359168241966,Age_18-25,982.0359168241966,0,3149,2,0,G,494.0,S,0,1,0,0,0,0,0,7
3149_02,Earth,True,TRAPPIST-1e,18.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3149,2,0,G,494.0,S,0,1,0,0,0,0,0,7
3152_01,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Age_13-17,0.0,1,3152,1,1,G,496.0,S,0,1,0,0,0,0,0,8
3158_01,Mars,False,TRAPPIST-1e,21.0,False,1507.0,45.7467018469657,3.0,2.0,1196.0,Age_18-25,2753.7467018469656,0,3158,1,1,D,100.0,P,1,0,0,0,0,0,0,7
3159_01,Mars,True,55 Cancri e,25.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3159,1,1,F,654.0,P,0,0,1,0,0,0,0,2
3161_01,Europa,False,55 Cancri e,56.0,False,0.0,323.0,971.0,58.0,4240.0,Age_51+,5592.0,0,3161,1,1,E,208.0,S,1,0,0,0,0,0,0,2
3162_01,Earth,False,TRAPPIST-1e,0.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,3162,3,0,G,500.0,S,0,1,0,0,0,0,0,10
3162_02,Earth,False,TRAPPIST-1e,55.0,False,0.0,0.0,5.0,0.0,2409.0,Age_51+,2414.0,0,3162,3,0,F,596.0,S,0,1,0,0,0,0,0,3
3162_03,Earth,True,TRAPPIST-1e,14.0,False,0.0,0.0,0.0,0.0,0.0,Age_13-17,0.0,1,3162,3,0,G,500.0,S,0,1,0,0,0,0,0,3
3163_01,Mars,False,TRAPPIST-1e,13.0,False,1007.0,0.0,142.0,295.0,0.0,Age_13-17,1444.0,0,3163,2,0,F,656.0,P,0,0,1,0,0,0,0,3
3163_02,Mars,False,55 Cancri e,43.0,False,4.0,0.0,1834.0,1.0,66.0,Age_31-50,1905.0,0,3163,2,0,F,656.0,P,0,0,1,0,0,0,0,3
3164_01,Earth,True,TRAPPIST-1e,39.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3164,1,1,G,516.0,P,0,1,0,0,0,0,0,11
3166_01,Mars,True,TRAPPIST-1e,29.5,False,0.0,0.0,0.0,0.0,0.0,Age_26-30,0.0,1,3166,1,1,F,657.0,P,0,0,1,0,0,0,0,6
3168_01,Earth,False,TRAPPIST-1e,24.0,False,0.0,7.0,548.0,4.0,0.0,Age_18-25,559.0,0,3168,1,1,F,658.0,P,0,0,1,0,0,0,0,6
3169_01,Earth,False,TRAPPIST-1e,26.0,False,207.0,350.0,74.0,0.0,3.0,Age_26-30,634.0,0,3169,1,1,F,598.0,S,0,1,0,0,0,0,0,8
3171_01,Earth,True,55 Cancri e,22.0,False,0.0,0.0,0.0,0.0,0.0,Age_18-25,0.0,1,3171,1,1,G,502.0,S,0,1,0,0,0,0,0,3
3172_01,Earth,False,TRAPPIST-1e,26.0,False,0.0,0.0,1352.0,5.0,0.0,Age_26-30,1357.0,0,3172,1,1,F,659.0,P,0,0,1,0,0,0,0,10
3174_01,Mars,False,TRAPPIST-1e,19.0,False,155.0,0.0,1632.0,3.0,0.0,Age_18-25,1790.0,0,3174,2,0,D,101.0,P,1,0,0,0,0,0,0,10
3174_02,Mars,True,TRAPPIST-1e,38.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3174,2,0,F,660.0,P,0,0,1,0,0,0,0,10
3175_01,Europa,True,55 Cancri e,38.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3175,1,1,B,104.0,P,1,0,0,0,0,0,0,14
3176_01,Europa,False,TRAPPIST-1e,77.0,False,0.0,9032.0,0.0,128.0,1464.0,Age_51+,10624.0,0,3176,1,1,E,196.0,P,1,0,0,0,0,0,0,4
3179_01,Earth,False,55 Cancri e,28.0,False,2840.0,0.0,0.0,0.0,0.0,Age_26-30,2840.0,0,3179,1,1,F,599.0,S,0,1,0,0,0,0,0,8
3180_01,Earth,False,TRAPPIST-1e,22.0,False,149.78760593220338,1.0,379.0,0.0,336.0,Age_18-25,865.7876059322034,0,3180,1,1,F,663.0,P,0,0,1,0,0,0,0,5
3181_01,Earth,False,TRAPPIST-1e,20.0,False,4.0,353.0,193.0,241.0,0.0,Age_18-25,791.0,0,3181,1,1,E,197.0,P,1,0,0,0,0,0,0,6
3182_01,Earth,False,TRAPPIST-1e,18.0,False,0.0,0.0,699.0,0.0,0.0,Age_18-25,699.0,0,3182,1,1,F,600.0,S,0,0,1,0,0,0,0,6
3184_01,Europa,False,55 Cancri e,10.0,False,0.0,0.0,0.0,0.0,0.0,Age_0-12,0.0,1,3184,2,0,B,117.0,S,1,0,0,0,0,0,0,3
3184_02,Europa,True,55 Cancri e,34.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3184,2,0,B,117.0,S,1,0,0,0,0,0,0,3
3185_01,Earth,False,TRAPPIST-1e,43.0,False,0.0,788.0,0.0,0.0,1191.0,Age_31-50,1979.0,0,3185,1,1,F,601.0,S,0,0,1,0,0,0,0,9
3188_01,Mars,True,55 Cancri e,31.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3188,1,1,E,209.0,S,1,0,0,0,0,0,0,1
3189_01,Mars,True,55 Cancri e,40.0,False,0.0,0.0,0.0,0.0,0.0,Age_31-50,0.0,1,3189,2,0,D,102.0,P,1,0,0,0,0,0,0,6
3189_02,Mars,False,TRAPPIST-1e,25.0,False,1299.0,0.0,0.0,0.0,0.0,Age_18-25,1299.0,0,3189,2,0,D,102.0,P,1,0,0,0,0,0,0,6
